datetime,is_anomaly,anomaly_type,true_value,source
2023-08-07 13:30:00,False,,23.3,
2023-08-07 13:45:00,False,,23.0,
2023-08-07 14:00:00,False,,21.1,
2023-08-07 14:15:00,False,,20.0,
2023-08-07 14:30:00,False,,18.0,
2023-08-07 14:45:00,False,,18.4,
2023-08-07 15:00:00,False,,19.5,
2023-08-07 15:15:00,False,,16.5,
2023-08-07 15:30:00,False,,16.9,
2023-08-07 15:45:00,False,,15.8,
2023-08-07 16:00:00,False,,15.5,
2023-08-07 16:15:00,False,,15.4,
2023-08-07 16:30:00,False,,14.7,
2023-08-07 16:45:00,False,,14.3,
2023-08-07 17:00:00,True,spike,14.6,injected
2023-08-07 17:15:00,True,spike,14.7,injected
2023-08-07 17:30:00,True,spike,15.1,injected
2023-08-07 17:45:00,False,,14.9,
2023-08-07 18:00:00,False,,16.6,
2023-08-07 18:15:00,False,,15.6,
2023-08-07 18:30:00,False,,14.1,
2023-08-07 18:45:00,False,,15.0,
2023-08-07 19:00:00,False,,14.6,
2023-08-07 19:15:00,False,,14.7,
2023-08-07 19:30:00,False,,14.6,
2023-08-07 19:45:00,False,,14.6,
2023-08-07 20:00:00,False,,15.3,
2023-08-07 20:15:00,False,,15.5,
2023-08-07 20:30:00,False,,15.6,
2023-08-07 20:45:00,False,,16.8,
2023-08-07 21:00:00,False,,16.8,
2023-08-07 21:15:00,False,,16.9,
2023-08-07 21:30:00,False,,18.6,
2023-08-07 21:45:00,False,,18.2,
2023-08-07 22:00:00,False,,17.9,
2023-08-07 22:15:00,True,gap,,natural
2023-08-07 22:30:00,False,,19.6,
2023-08-07 22:45:00,False,,17.2,
2023-08-07 23:00:00,False,,17.4,
2023-08-07 23:15:00,False,,17.8,
2023-08-07 23:30:00,False,,18.8,
2023-08-07 23:45:00,True,spike,17.6,injected
2023-08-08 00:00:00,True,spike,17.7,injected
2023-08-08 00:15:00,False,,18.6,
2023-08-08 00:30:00,False,,18.4,
2023-08-08 00:45:00,False,,19.0,
2023-08-08 01:00:00,True,gap,,natural
2023-08-08 01:15:00,False,,17.5,
2023-08-08 01:30:00,False,,18.6,
2023-08-08 01:45:00,False,,18.3,
2023-08-08 02:00:00,False,,16.5,
2023-08-08 02:15:00,False,,15.3,
2023-08-08 02:30:00,False,,15.1,
2023-08-08 02:45:00,False,,15.0,
2023-08-08 03:00:00,True,gap,,natural
2023-08-08 03:15:00,False,,17.0,
2023-08-08 03:30:00,False,,15.6,
2023-08-08 03:45:00,False,,16.7,
2023-08-08 04:00:00,False,,13.9,
2023-08-08 04:15:00,False,,13.1,
2023-08-08 04:30:00,False,,14.3,
2023-08-08 04:45:00,False,,13.5,
2023-08-08 05:00:00,False,,13.7,
2023-08-08 05:15:00,False,,15.8,
2023-08-08 05:30:00,False,,14.6,
2023-08-08 05:45:00,False,,14.5,
2023-08-08 06:00:00,False,,16.1,
2023-08-08 06:15:00,False,,15.9,
2023-08-08 06:30:00,True,gap,,natural
2023-08-08 06:45:00,False,,15.1,
2023-08-08 07:00:00,False,,15.7,
2023-08-08 07:15:00,False,,18.0,
2023-08-08 07:30:00,False,,15.7,
2023-08-08 07:45:00,False,,13.9,
2023-08-08 08:00:00,False,,17.0,
2023-08-08 08:15:00,False,,14.4,
2023-08-08 08:30:00,False,,14.5,
2023-08-08 08:45:00,False,,14.4,
2023-08-08 09:00:00,False,,13.4,
2023-08-08 09:15:00,False,,13.7,
2023-08-08 09:30:00,False,,14.6,
2023-08-08 09:45:00,False,,13.9,
2023-08-08 10:00:00,False,,14.0,
2023-08-08 10:15:00,True,gap,,natural
2023-08-08 10:30:00,False,,13.6,
2023-08-08 10:45:00,False,,14.1,
2023-08-08 11:00:00,False,,15.1,
2023-08-08 11:15:00,False,,13.1,
2023-08-08 11:30:00,False,,14.0,
2023-08-08 11:45:00,False,,14.0,
2023-08-08 12:00:00,False,,12.7,
2023-08-08 12:15:00,False,,13.9,
2023-08-08 12:30:00,False,,12.3,
2023-08-08 12:45:00,False,,12.4,
2023-08-08 13:00:00,False,,11.9,
2023-08-08 13:15:00,False,,11.9,
2023-08-08 13:30:00,False,,11.4,
2023-08-08 13:45:00,False,,10.7,
2023-08-08 14:00:00,False,,11.1,
2023-08-08 14:15:00,False,,11.7,
2023-08-08 14:30:00,False,,10.3,
2023-08-08 14:45:00,False,,11.3,
2023-08-08 15:00:00,True,gap,,natural
2023-08-08 15:15:00,True,spike,9.9,injected
2023-08-08 15:30:00,True,spike,9.5,injected
2023-08-08 15:45:00,False,,9.6,
2023-08-08 16:00:00,False,,9.2,
2023-08-08 16:15:00,False,,9.0,
2023-08-08 16:30:00,False,,7.6,
2023-08-08 16:45:00,False,,8.3,
2023-08-08 17:00:00,False,,7.8,
2023-08-08 17:15:00,True,gap,,natural
2023-08-08 17:30:00,False,,7.6,
2023-08-08 17:45:00,False,,7.6,
2023-08-08 18:00:00,False,,7.0,
2023-08-08 18:15:00,True,gap,,natural
2023-08-08 18:30:00,False,,7.0,
2023-08-08 18:45:00,True,gap,,natural
2023-08-08 19:00:00,False,,7.4,
2023-08-08 19:15:00,True,gap,,natural
2023-08-08 19:30:00,True,gap,,natural
2023-08-08 19:45:00,False,,7.2,
2023-08-08 20:00:00,False,,6.9,
2023-08-08 20:15:00,False,,8.6,
2023-08-08 20:30:00,True,gap,,natural
2023-08-08 20:45:00,False,,6.7,
2023-08-08 21:00:00,False,,7.2,
2023-08-08 21:15:00,False,,7.8,
2023-08-08 21:30:00,False,,7.6,
2023-08-08 21:45:00,False,,8.3,
2023-08-08 22:00:00,False,,7.6,
2023-08-08 22:15:00,False,,7.6,
2023-08-08 22:30:00,True,spike,7.9,injected
2023-08-08 22:45:00,True,spike,8.0,injected
2023-08-08 23:00:00,False,,7.9,
2023-08-08 23:15:00,False,,8.0,
2023-08-08 23:30:00,False,,8.4,
2023-08-08 23:45:00,False,,7.7,
2023-08-09 00:00:00,True,gap,,natural
2023-08-09 00:15:00,True,gap,,natural
2023-08-09 00:30:00,False,,8.2,
2023-08-09 00:45:00,False,,9.2,
2023-08-09 01:00:00,False,,8.9,
2023-08-09 01:15:00,True,gap,,natural
2023-08-09 01:30:00,False,,11.1,
2023-08-09 01:45:00,False,,13.2,
2023-08-09 02:00:00,False,,10.5,
2023-08-09 02:15:00,False,,13.0,
2023-08-09 02:30:00,False,,12.9,
2023-08-09 02:45:00,False,,11.7,
2023-08-09 03:00:00,False,,11.6,
2023-08-09 03:15:00,False,,11.3,
2023-08-09 03:30:00,False,,10.4,
2023-08-09 03:45:00,False,,11.8,
2023-08-09 04:00:00,True,gap,12.6,injected
2023-08-09 04:15:00,True,gap,11.7,injected
2023-08-09 04:30:00,True,gap,10.2,injected
2023-08-09 04:45:00,True,gap,11.4,injected
2023-08-09 05:00:00,True,gap,10.7,injected
2023-08-09 05:15:00,True,gap,11.4,injected
2023-08-09 05:30:00,False,,10.5,
2023-08-09 05:45:00,True,gap,,natural
2023-08-09 06:00:00,True,gap,,natural
2023-08-09 06:15:00,False,,12.1,
2023-08-09 06:30:00,False,,13.1,
2023-08-09 06:45:00,False,,13.1,
2023-08-09 07:00:00,False,,10.4,
2023-08-09 07:15:00,False,,10.3,
2023-08-09 07:30:00,False,,10.8,
2023-08-09 07:45:00,False,,11.0,
2023-08-09 08:00:00,False,,11.5,
2023-08-09 08:15:00,False,,11.5,
2023-08-09 08:30:00,True,spike,12.4,injected
2023-08-09 08:45:00,False,,12.7,
2023-08-09 09:00:00,False,,13.8,
2023-08-09 09:15:00,False,,13.9,
2023-08-09 09:30:00,False,,12.1,
2023-08-09 09:45:00,False,,12.7,
2023-08-09 10:00:00,False,,12.3,
2023-08-09 10:15:00,False,,11.8,
2023-08-09 10:30:00,False,,11.2,
2023-08-09 10:45:00,False,,10.7,
2023-08-09 11:00:00,False,,11.5,
2023-08-09 11:15:00,False,,11.8,
2023-08-09 11:30:00,False,,12.4,
2023-08-09 11:45:00,False,,11.7,
2023-08-09 12:00:00,False,,10.9,
2023-08-09 12:15:00,False,,11.2,
2023-08-09 12:30:00,False,,11.2,
2023-08-09 12:45:00,False,,10.8,
2023-08-09 13:00:00,False,,10.1,
2023-08-09 13:15:00,False,,10.3,
2023-08-09 13:30:00,False,,9.6,
2023-08-09 13:45:00,False,,9.3,
2023-08-09 14:00:00,False,,8.9,
2023-08-09 14:15:00,False,,8.6,
2023-08-09 14:30:00,False,,8.4,
2023-08-09 14:45:00,False,,8.1,
2023-08-09 15:00:00,False,,8.4,
2023-08-09 15:15:00,False,,7.6,
2023-08-09 15:30:00,False,,7.5,
2023-08-09 15:45:00,False,,8.3,
2023-08-09 16:00:00,False,,7.7,
2023-08-09 16:15:00,False,,7.2,
2023-08-09 16:30:00,False,,7.1,
2023-08-09 16:45:00,False,,6.7,
2023-08-09 17:00:00,False,,7.0,
2023-08-09 17:15:00,False,,7.0,
2023-08-09 17:30:00,False,,7.1,
2023-08-09 17:45:00,False,,6.9,
2023-08-09 18:00:00,False,,7.1,
2023-08-09 18:15:00,True,gap,,natural
2023-08-09 18:30:00,True,gap,,natural
2023-08-09 18:45:00,False,,6.7,
2023-08-09 19:00:00,True,gap,,natural
2023-08-09 19:15:00,False,,6.7,
2023-08-09 19:30:00,False,,6.6,
2023-08-09 19:45:00,False,,7.4,
2023-08-09 20:00:00,False,,6.8,
2023-08-09 20:15:00,False,,7.3,
2023-08-09 20:30:00,False,,7.0,
2023-08-09 20:45:00,False,,7.0,
2023-08-09 21:00:00,False,,6.5,
2023-08-09 21:15:00,False,,6.3,
2023-08-09 21:30:00,False,,7.5,
2023-08-09 21:45:00,False,,6.9,
2023-08-09 22:00:00,False,,7.1,
2023-08-09 22:15:00,False,,7.1,
2023-08-09 22:30:00,True,spike,6.7,injected
2023-08-09 22:45:00,True,spike,7.0,injected
2023-08-09 23:00:00,True,spike,6.7,injected
2023-08-09 23:15:00,False,,6.9,
2023-08-09 23:30:00,False,,6.7,
2023-08-09 23:45:00,False,,6.7,
2023-08-10 00:00:00,False,,7.6,
2023-08-10 00:15:00,False,,7.5,
2023-08-10 00:30:00,False,,7.3,
2023-08-10 00:45:00,False,,7.3,
2023-08-10 01:00:00,False,,6.9,
2023-08-10 01:15:00,False,,10.9,
2023-08-10 01:30:00,False,,8.4,
2023-08-10 01:45:00,False,,7.9,
2023-08-10 02:00:00,False,,11.3,
2023-08-10 02:15:00,False,,9.3,
2023-08-10 02:30:00,False,,9.9,
2023-08-10 02:45:00,False,,8.6,
2023-08-10 03:00:00,False,,9.1,
2023-08-10 03:15:00,False,,13.0,
2023-08-10 03:30:00,False,,8.9,
2023-08-10 03:45:00,False,,9.2,
2023-08-10 04:00:00,False,,9.0,
2023-08-10 04:15:00,False,,8.7,
2023-08-10 04:30:00,False,,8.6,
2023-08-10 04:45:00,False,,11.5,
2023-08-10 05:00:00,False,,11.3,
2023-08-10 05:15:00,False,,9.1,
2023-08-10 05:30:00,False,,9.5,
2023-08-10 05:45:00,False,,9.4,
2023-08-10 06:00:00,False,,10.2,
2023-08-10 06:15:00,False,,10.4,
2023-08-10 06:30:00,False,,10.6,
2023-08-10 06:45:00,True,spike,9.9,injected
2023-08-10 07:00:00,True,spike,9.8,injected
2023-08-10 07:15:00,False,,11.0,
2023-08-10 07:30:00,False,,9.5,
2023-08-10 07:45:00,False,,9.7,
2023-08-10 08:00:00,False,,9.8,
2023-08-10 08:15:00,False,,13.0,
2023-08-10 08:30:00,False,,9.5,
2023-08-10 08:45:00,False,,11.1,
2023-08-10 09:00:00,False,,11.1,
2023-08-10 09:15:00,False,,10.4,
2023-08-10 09:30:00,False,,12.0,
2023-08-10 09:45:00,False,,12.2,
2023-08-10 10:00:00,False,,13.0,
2023-08-10 10:15:00,False,,13.1,
2023-08-10 10:30:00,False,,10.7,
2023-08-10 10:45:00,False,,19.1,
2023-08-10 11:00:00,False,,11.3,
2023-08-10 11:15:00,False,,12.3,
2023-08-10 11:30:00,False,,11.7,
2023-08-10 11:45:00,True,spike,12.1,injected
2023-08-10 12:00:00,True,spike,14.5,injected
2023-08-10 12:15:00,False,,11.7,
2023-08-10 12:30:00,False,,12.8,
2023-08-10 12:45:00,False,,12.3,
2023-08-10 13:00:00,False,,12.9,
2023-08-10 13:15:00,False,,14.7,
2023-08-10 13:30:00,False,,17.7,
2023-08-10 13:45:00,False,,21.1,
2023-08-10 14:00:00,False,,20.2,
2023-08-10 14:15:00,False,,19.5,
2023-08-10 14:30:00,False,,18.5,
2023-08-10 14:45:00,False,,18.4,
2023-08-10 15:00:00,False,,16.5,
2023-08-10 15:15:00,False,,15.2,
2023-08-10 15:30:00,False,,16.3,
2023-08-10 15:45:00,False,,16.7,
2023-08-10 16:00:00,False,,17.3,
